unique_key,case_key,source_id,pdf_sha256,route,backend_case_id,severity,fail_family,fail_flags,mute_flags,modality_flags,contradiction_flags,material_flags,source_chars,error,claim_sample
sha:1f878c4068988102be5ec49936878d84581a25f84cd95fe68ea30c47ec5c0fc6,PDF-1f878c406898,CB-TB-1095_Okonkwo,1f878c4068988102be5ec49936878d84581a25f84cd95fe68ea30c47ec5c0fc6,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_cad_999,,mute_cad_999,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_continuity|client_claims_19,9527,,"CLIENT_SAFE | We are reviewing the papers in your case (Possession of a bladed article in a public place, contrary to section 139 Criminal Justice Act 1988). This is early-stage — nothing is final until we have full disclosure and your inst"
sha:2003bb04c02bbc71096d63c90949d67aae381e70fa2b6e068b25c1d4d799cf1d,PDF-2003bb04c02b,CB-TB-832_Byrne,2003bb04c02bbc71096d63c90949d67aae381e70fa2b6e068b25c1d4d799cf1d,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_cctv_master,,mute_cctv_master,,,src_charge|src_hearing|src_mg_forms|src_dates|src_continuity|client_claims_17,4851,,"CLIENT_SAFE | We are reviewing the papers in your case (Assault by beating of an emergency worker, contrary to section 1 of the Assaults on). This is early-stage — nothing is final until we have full disclosure and your instructions. Some e"
sha:1fcfac0df7a2230476e916c408718e05fcc661edb19cd8a36ed6b08356a1e706,PDF-1fcfac0df7a2,CB-TB-1514_Bates,1fcfac0df7a2230476e916c408718e05fcc661edb19cd8a36ed6b08356a1e706,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_cad_999,,mute_cad_999,,,src_charge|src_hearing|src_mg_forms|src_parties|src_cctv|src_cctv_stills|client_claims_18,10427,,"CLIENT_SAFE | We are reviewing the papers in your case (Offence Possession of a controlled drug of Class A with intent to supply, contrary to section 5(3) of the Misuse of Drugs Act 1971). This is early-stage — nothing is final until we hav"
sha:2031adfb5d345ee8920415b2fac1c4c80b3ff08d2fa4fc490290b1d0c221ea73,PDF-2031adfb5d34,CB-TB-678_Morgan,2031adfb5d345ee8920415b2fac1c4c80b3ff08d2fa4fc490290b1d0c221ea73,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_export_log,,mute_export_log|mute_cctv_master,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_cctv_stills|client_claims_17,8684,,"CLIENT_SAFE | We are reviewing the papers in your case (Robbery, contrary to s.8 Theft Act 1968). This is early-stage — nothing is final until we have full disclosure and your instructions. Some evidence is still outstanding on the papers, "
sha:202ae61eeff367ed5435fa95c9242c4108139892b37b52e98d10cb39ee281da8,PDF-202ae61eeff3,CB-TB-658_Parker,202ae61eeff367ed5435fa95c9242c4108139892b37b52e98d10cb39ee281da8,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_cctv_master,,mute_cctv_master,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_cctv_stills|client_claims_16,7467,,"CLIENT_SAFE | We are reviewing the papers in your case (Dangerous driving, contrary to section 2 Road Traffic Act 1988). This is early-stage — nothing is final until we have full disclosure and your instructions. Some evidence is still outs"
sha:202512afb4c0630565bd8a05a8547faeb67f47f01920d63e4bb2d16bf8b600c4,PDF-202512afb4c0,CB-TB-955_Merritt,202512afb4c0630565bd8a05a8547faeb67f47f01920d63e4bb2d16bf8b600c4,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_phone_download,,mute_phone_download,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|client_claims_16,5931,,"CLIENT_SAFE | We are reviewing the papers in your case (1Intimidating a witness, contrary to section 51 of). This is early-stage — nothing is final until we have full disclosure and your instructions. Some evidence is still outstanding on t"
sha:20ace02abc5211ba369d13326e36b1f751545854c409f37fa73d2e77fc3ba754,PDF-20ace02abc52,CB-TB-762_Thornton,20ace02abc5211ba369d13326e36b1f751545854c409f37fa73d2e77fc3ba754,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_cctv_master,,mute_cctv_master,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|client_claims_17,2607,,"CLIENT_SAFE | We are reviewing the papers in your case (Driving a motor vehicle with alcohol concentration above the prescribed limit, contrary to section 5(1)(a) of the Road Traffic Act 1988). This is early-stage — nothing is final until w"
sha:20f739383dab28d40f0287f826ce050ebd295aebaccc97c84a1be0236aa5b31d,PDF-20f739383dab,CB-TB-524_Turner,20f739383dab28d40f0287f826ce050ebd295aebaccc97c84a1be0236aa5b31d,OFFLINE_CLIENT_PROJECTION,,MODALITY,modality_summary_vs_recording,,,modality_summary_vs_recording,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_continuity|client_claims_20,6709,,"CLIENT_SAFE | We are reviewing the papers in your case (Unlawful wounding, contrary to section 20 Offences Against the Person Act 1861). This is early-stage — nothing is final until we have full disclosure and your instructions. Some eviden"
sha:21b0e6141affbaa8ad77faf7b2986c0cdfae04021c4ccc8135da4d8185bbe90f,PDF-21b0e6141aff,CB-TB-728_Quinn,21b0e6141affbaa8ad77faf7b2986c0cdfae04021c4ccc8135da4d8185bbe90f,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_cctv_master,,mute_cctv_master,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_cctv_stills|src_continuity|client_claims_16,7707,,"CLIENT_SAFE | We are reviewing the papers in your case (Burglary of a dwelling, contrary to section 9(1)(b) of the Theft Act 1968). This is early-stage — nothing is final until we have full disclosure and your instructions. Some evidence is"
sha:21a2e12e50e89f4f5154519a30643f007010e742d39c42bfc4053128915aa070,PDF-21a2e12e50e8,CB-TB-261_Ross,21a2e12e50e89f4f5154519a30643f007010e742d39c42bfc4053128915aa070,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_phone_download,,mute_phone_download,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_continuity|client_claims_17,13498,,"CLIENT_SAFE | We are reviewing the papers in your case (Criminal damage, contrary to section 1 of the Criminal Damage Act 1971). This is early-stage — nothing is final until we have full disclosure and your instructions. Some evidence is st"
sha:21d3bea362871832e4d8a8653145deebcce7b2370759e4fdc6da77b207f08930,PDF-21d3bea36287,CB-TB-1319_Stone,21d3bea362871832e4d8a8653145deebcce7b2370759e4fdc6da77b207f08930,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_phone_download,,mute_phone_download,,,src_charge|src_hearing|src_id_procedure|src_parties|src_dates|src_cctv|src_continuity|client_claims_17,5230,,"CLIENT_SAFE | We are reviewing the papers in your case (Possession of a controlled drug of Class B, contrary to section 5(2) of the Misuse of Drugs Act 1971). This is early-stage — nothing is final until we have full disclosure and your ins"
sha:2250abbfbe0afcc8ed6b356c6816d43fc876f3f8de9c18c8f8e8d5b159729e02,PDF-2250abbfbe0a,CB-TB-690_Patterson,2250abbfbe0afcc8ed6b356c6816d43fc876f3f8de9c18c8f8e8d5b159729e02,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_export_log,,mute_export_log|mute_cctv_master,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_cctv_stills|client_claims_17,9051,,"CLIENT_SAFE | We are reviewing the papers in your case (Robbery, contrary to s.8 Theft Act 1968). This is early-stage — nothing is final until we have full disclosure and your instructions. Some evidence is still outstanding on the papers, "
sha:226801f85a3c0c39908ef30ba8f9ee6aa329999842ac3452307525a354e984b2,PDF-226801f85a3c,CB-TB-160_Marlow,226801f85a3c0c39908ef30ba8f9ee6aa329999842ac3452307525a354e984b2,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_phone_download,,mute_phone_download|mute_cad_999,,,src_charge|src_hearing|src_mg_forms|src_parties|src_cctv|src_continuity|client_claims_17,11279,,"CLIENT_SAFE | We are reviewing the papers in your case (Unlawful wounding). This is early-stage — nothing is final until we have full disclosure and your instructions. Some evidence is still outstanding on the papers, and we will update you"
sha:22780bbd8032a4319665b090519a4306bed40dca5bb440ded39e74bc3e3cbf59,PDF-22780bbd8032,CB-TB-263_Holt,22780bbd8032a4319665b090519a4306bed40dca5bb440ded39e74bc3e3cbf59,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_phone_download,,mute_phone_download,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_continuity|client_claims_16,7737,,"CLIENT_SAFE | We are reviewing the papers in your case (Threatening behaviour, contrary to section 4 of the Public Order Act 1986). This is early-stage — nothing is final until we have full disclosure and your instructions. Some evidence is"
sha:227d45f9bb9db90ca364e83b3eee3eeee68422f5296241fe0748c3fc36c8b643,PDF-227d45f9bb9d,CB-TB-268_Baines,227d45f9bb9db90ca364e83b3eee3eeee68422f5296241fe0748c3fc36c8b643,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_phone_download,,mute_phone_download,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|client_claims_18,8141,,"CLIENT_SAFE | We are reviewing the papers in your case (Possession of a Class A controlled drug with intent to supply, contrary to section 5(3) of the Misuse of Drugs Act 1971). This is early-stage — nothing is final until we have full disc"
sha:2316a18373ef53cea7e62d508b20b7797b77346421006d1790a695949866341d,PDF-2316a18373ef,CB-TB-1918_Finch,2316a18373ef53cea7e62d508b20b7797b77346421006d1790a695949866341d,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_cctv_master,,mute_cctv_master|mute_phone_download,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_continuity|client_claims_18,5509,,"CLIENT_SAFE | We are reviewing the papers in your case (Assault by beating of an emergency worker, contrary to section 1 of the Assaults on). This is early-stage — nothing is final until we have full disclosure and your instructions. Some e"
sha:22dfd9b56a73618ee1ec547ae5e861ae97f850bddc76c28a95b08ce035e5eb1c,PDF-22dfd9b56a73,CB-TB-670_Morris,22dfd9b56a73618ee1ec547ae5e861ae97f850bddc76c28a95b08ce035e5eb1c,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_cctv_master,,mute_cctv_master,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_cctv_stills|client_claims_16,8044,,"CLIENT_SAFE | We are reviewing the papers in your case (Assault by beating of an emergency worker, contrary to section 1 of the Assaults on Emergency Workers (Offences) Act 2018). This is early-stage — nothing is final until we have full di"
sha:234a9c9eb2fbbe2e823e098263bc1a493ae999edb6530fb1831f9836f05c65b1,PDF-234a9c9eb2fb,CB-TB-2045_Nolan,234a9c9eb2fbbe2e823e098263bc1a493ae999edb6530fb1831f9836f05c65b1,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_cad_999,,mute_cad_999,,,src_charge|src_hearing|src_mg_forms|src_parties|src_cctv|src_continuity|client_claims_17,4111,,"CLIENT_SAFE | We are reviewing the papers in your case (Theft, contrary to s.1 Theft Act 1968). This is early-stage — nothing is final until we have full disclosure and your instructions. Some evidence is still outstanding on the papers, an"
sha:2356a71b5931544a760aae4665b4147359958a94e170f0b3cd207ffd65bf70fb,PDF-2356a71b5931,CB-TB-1814_Glover,2356a71b5931544a760aae4665b4147359958a94e170f0b3cd207ffd65bf70fb,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_phone_download,,mute_phone_download,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv_stills|client_claims_17,4784,,"CLIENT_SAFE | We are reviewing the papers in your case (Having an offensive weapon, contrary to s.1(1) Prevention of Crime Act 1953). This is early-stage — nothing is final until we have full disclosure and your instructions. Some evidence "
sha:2350408cbd360dfc31d514ff829e2ec5aad44d910ac549ead235897980f361d4,PDF-2350408cbd36,CB-TB-1012_Walsh,2350408cbd360dfc31d514ff829e2ec5aad44d910ac549ead235897980f361d4,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_cad_999,,mute_cad_999,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_cctv_stills|src_continuity|client_claims_19,10381,,"CLIENT_SAFE | We are reviewing the papers in your case (Driving with excess alcohol, contrary to section 5 Road Traffic Act 1988). This is early-stage — nothing is final until we have full disclosure and your instructions. Some evidence is "
sha:2361f977e101dba2d0ddcded875b29b8123352649c21a1b433ffe09c3f261507,PDF-2361f977e101,CB-TB-2094_Rees,2361f977e101dba2d0ddcded875b29b8123352649c21a1b433ffe09c3f261507,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_cad_999,,mute_cad_999,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_continuity|client_claims_18,9376,,"CLIENT_SAFE | We are reviewing the papers in your case (Wounding with intent to cause grievous bodily harm, s.18 OAPA 1861). This is early-stage — nothing is final until we have full disclosure and your instructions. Some evidence is still "
sha:23ab9c3a168fcd572d6acc507f76f875b7d2e9b4acc42f5a151d2bce5b56c4c5,PDF-23ab9c3a168f,CB-TB-2121_Fletcher,23ab9c3a168fcd572d6acc507f76f875b7d2e9b4acc42f5a151d2bce5b56c4c5,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_cad_999,,mute_cad_999,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_continuity|client_claims_17,10664,,"CLIENT_SAFE | We are reviewing the papers in your case (Offence Affray, contrary to section 3 Public Order Act 1986). This is early-stage — nothing is final until we have full disclosure and your instructions. Some evidence is still outstan"
sha:241532c1ed15e5eff6b1cdc5e713b722e0d995e501bb3af1f6f66214347abe60,PDF-241532c1ed15,CB-TB-767_Doyle,241532c1ed15e5eff6b1cdc5e713b722e0d995e501bb3af1f6f66214347abe60,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_cctv_master,,mute_cctv_master|mute_cad_999,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_cctv_stills|client_claims_15,7241,,"CLIENT_SAFE | We are reviewing the papers in your case (Assault by beating of an emergency worker, contrary to section 1 of the Assaults on Emergency Workers (Offences) Act 2018). This is early-stage — nothing is final until we have full di"
sha:242447a7b8dd043739b4d1aac17019aadca04f4060b84b6eae67d88d6f453e72,PDF-242447a7b8dd,CB-TB-1906_Mills,242447a7b8dd043739b4d1aac17019aadca04f4060b84b6eae67d88d6f453e72,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_cctv_master,,mute_cctv_master|mute_phone_download,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_continuity|client_claims_21,8435,,"CLIENT_SAFE | We are reviewing the papers in your case (Burglary of a dwelling, contrary to section 9 of the Theft Act 1968). This is early-stage — nothing is final until we have full disclosure and your instructions. Some evidence is still"
sha:241458624b3be3a6308aa7bb271c7ba70e26ed3a2f09d1ace2a806f9317f9ef3,PDF-241458624b3b,CB-TB-968_Hale,241458624b3be3a6308aa7bb271c7ba70e26ed3a2f09d1ace2a806f9317f9ef3,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_cctv_master,,mute_cctv_master,,,src_charge|src_hearing|src_mg_forms|src_parties|src_cctv|client_claims_17,10372,,"CLIENT_SAFE | We are reviewing the papers in your case (Assault by beating of an emergency worker, contrary to section 1 of the Assaults on Emergency Workers (Offences) Act 2018). This is early-stage — nothing is final until we have full di"
sha:245941ecc4fdb256267c0c7a4c2d22a275ce0c34ae40f92a96654a6772d789a1,PDF-245941ecc4fd,CB-TB-419_Ryder,245941ecc4fdb256267c0c7a4c2d22a275ce0c34ae40f92a96654a6772d789a1,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_phone_download,,mute_phone_download,,,src_charge|src_hearing|src_mg_forms|src_parties|src_cctv|src_continuity|client_claims_18,6028,,"CLIENT_SAFE | We are reviewing the papers in your case (Handling stolen goods, contrary to s.22 Theft Act 1968). This is early-stage — nothing is final until we have full disclosure and your instructions. Some evidence is still outstanding "
sha:249306cddb3a06a04ff5367b549afb76e27e2146ced1f8166d05aa9d70dc6e75,PDF-249306cddb3a,CB-TB-1862_Barker,249306cddb3a06a04ff5367b549afb76e27e2146ced1f8166d05aa9d70dc6e75,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_phone_download,,mute_phone_download,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_continuity|client_claims_19,3418,,"CLIENT_SAFE | We are reviewing the papers in your case (Dangerous driving, contrary to section 2 Road Traffic Act 1988). This is early-stage — nothing is final until we have full disclosure and your instructions. Some evidence is still outs"
sha:24e1fd8bf38dd24265a8fafcfe08d121cf81da0cb08088d18fd5b996133868db,PDF-24e1fd8bf38d,CB-TB-575_Ross,24e1fd8bf38dd24265a8fafcfe08d121cf81da0cb08088d18fd5b996133868db,OFFLINE_CLIENT_PROJECTION,,MODALITY,modality_summary_vs_recording,,,modality_summary_vs_recording,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_continuity|client_claims_19,7548,,"CLIENT_SAFE | We are reviewing the papers in your case (Wounding with intent to cause grievous bodily harm, s.18 OAPA 1861). This is early-stage — nothing is final until we have full disclosure and your instructions. Some evidence is still "
sha:253be4e9975dd793093f8ffc33a344c266d7a5d1abd9e9da3290fcb7926e6e2a,PDF-253be4e9975d,CB-TB-1067_Morris,253be4e9975dd793093f8ffc33a344c266d7a5d1abd9e9da3290fcb7926e6e2a,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_cad_999,,mute_cad_999,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_cctv_stills|src_continuity|client_claims_19,6872,,"CLIENT_SAFE | We are reviewing the papers in your case (Possession with intent to supply cocaine, contrary to section 5(3) Misuse of Drugs Act 1971). This is early-stage — nothing is final until we have full disclosure and your instructions"
sha:24fd54a0b2dfaf482fb03b4e8b59c70e1498a085a3b28bf688c7e0c674a22507,PDF-24fd54a0b2df,CB-TB-024_Brooks,24fd54a0b2dfaf482fb03b4e8b59c70e1498a085a3b28bf688c7e0c674a22507,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_phone_download,,mute_phone_download,,,src_charge|src_hearing|src_mg_forms|src_parties|src_cctv|src_cctv_stills|src_continuity|client_claims_18,10732,,"CLIENT_SAFE | We are reviewing the papers in your case (Offence Affray, contrary to section 3 of the Public Order Act 1986). This is early-stage — nothing is final until we have full disclosure and your instructions. Some evidence is still "
sha:257a17804ad6c932c5eabf81da88a9723d61ac62ebfb3493c8534e6100227369,PDF-257a17804ad6,CB-TB-676_Coleman,257a17804ad6c932c5eabf81da88a9723d61ac62ebfb3493c8534e6100227369,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_cctv_master,,mute_cctv_master,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_continuity|client_claims_17,7090,,"CLIENT_SAFE | We are reviewing the papers in your case (Robbery, contrary to s.8 Theft Act 1968). This is early-stage — nothing is final until we have full disclosure and your instructions. Some evidence is still outstanding on the papers, "
sha:255e9fbd8352936883424618028af152c34eae76577bfb257b2f8945f87b8686,PDF-255e9fbd8352,CB-TB-2171_Mason,255e9fbd8352936883424618028af152c34eae76577bfb257b2f8945f87b8686,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_cad_999,,mute_cad_999,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_continuity|client_claims_18,7546,,"CLIENT_SAFE | We are reviewing the papers in your case (Wounding with intent to cause grievous bodily harm, s.18 OAPA 1861). This is early-stage — nothing is final until we have full disclosure and your instructions. Some evidence is still "
sha:260dd6b4d764adfcb8a8624b8036905cb03004970dced3c0d1659b49726265f9,PDF-260dd6b4d764,CB-TB-441_Flint,260dd6b4d764adfcb8a8624b8036905cb03004970dced3c0d1659b49726265f9,OFFLINE_CLIENT_PROJECTION,,MODALITY,modality_screenshot_vs_download,,,modality_screenshot_vs_download,,src_charge|src_hearing|src_mg_forms|src_parties|src_cctv|src_continuity|client_claims_17,3987,,"CLIENT_SAFE | We are reviewing the papers in your case (Primary charge:Concealing criminal property, contrary to section 327 Proceeds of Crime Act 2002). This is early-stage — nothing is final until we have full disclosure and your instruct"
sha:2629344790d9e1b4cbaca5950283a1edb26f05e44569fa7f7947e95a5ca0ef3e,PDF-2629344790d9,CB-TB-763_Marsh,2629344790d9e1b4cbaca5950283a1edb26f05e44569fa7f7947e95a5ca0ef3e,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_cctv_master,,mute_cctv_master,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_cctv_stills|client_claims_16,2601,,"CLIENT_SAFE | We are reviewing the papers in your case (Driving a motor vehicle with alcohol concentration above the prescribed limit, contrary to section 5(1)(a) of the Road Traffic Act 1988). This is early-stage — nothing is final until w"
sha:26e05eb846c4d6bf6e9e0434f27ff409a6d34397d1ccf873f0bfeb1df07a8a10,PDF-26e05eb846c4,CB-TB-2136_Pike,26e05eb846c4d6bf6e9e0434f27ff409a6d34397d1ccf873f0bfeb1df07a8a10,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_cad_999,,mute_cad_999,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_continuity|client_claims_17,6451,,"CLIENT_SAFE | We are reviewing the papers in your case (Offence Doing an act tending and intended to pervert the course of public justice, contrary to common law). This is early-stage — nothing is final until we have full disclosure and you"
sha:273e889ddb8ca9b249fc83b40c8f46b101af44f08801e6768c0f9055474bc125,PDF-273e889ddb8c,CB-TB-228_Doyle,273e889ddb8ca9b249fc83b40c8f46b101af44f08801e6768c0f9055474bc125,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_phone_download,,mute_phone_download,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_cctv_stills|client_claims_18,6860,,"CLIENT_SAFE | We are reviewing the papers in your case (Fraud by abuse of position, contrary to section 4 of the Fraud Act 2006). This is early-stage — nothing is final until we have full disclosure and your instructions. Some evidence is s"
sha:2781ba503c552ea4747351c6ed35d9393bac214b4df044f265f95c1acdb0516e,PDF-2781ba503c55,CB-TB-2048_Fletcher,2781ba503c552ea4747351c6ed35d9393bac214b4df044f265f95c1acdb0516e,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_cad_999,,mute_cad_999,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_continuity|client_claims_17,5757,,"CLIENT_SAFE | We are reviewing the papers in your case (Offence Using threatening or abusive words or behaviour, contrary to section 4 Public Order Act 1986). This is early-stage — nothing is final until we have full disclosure and your ins"
sha:279f34df600c85b0313b4ab8e70d84434f1ff960d8e9cb8f79809001ff05c537,PDF-279f34df600c,CB-TB-595_Khan,279f34df600c85b0313b4ab8e70d84434f1ff960d8e9cb8f79809001ff05c537,OFFLINE_CLIENT_PROJECTION,,MODALITY,modality_summary_vs_recording,,,modality_summary_vs_recording,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_continuity|client_claims_19,3175,,"CLIENT_SAFE | We are reviewing the papers in your case (Having an offensive weapon, contrary to s.1(1) Prevention of Crime Act 1953). This is early-stage — nothing is final until we have full disclosure and your instructions. Some evidence "
sha:27863b425fa80105c4f4b7d86510b720a8ba1953e56aef1c8778734a1d10cbb9,PDF-27863b425fa8,CB-TB-2062_Hayes,27863b425fa80105c4f4b7d86510b720a8ba1953e56aef1c8778734a1d10cbb9,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_cad_999,,mute_cad_999,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_continuity|client_claims_17,3018,,"CLIENT_SAFE | We are reviewing the papers in your case (Possession of a controlled drug of Class A with intent to supply, contrary to section 5(3) Misuse of Drugs Act). This is early-stage — nothing is final until we have full disclosure an"
sha:27a13a45394bdb8a8912e8f5cca29d6002f39eba95aeff01ed4be0a8f9bd2369,PDF-27a13a45394b,CB-TB-101_Palmer,27a13a45394bdb8a8912e8f5cca29d6002f39eba95aeff01ed4be0a8f9bd2369,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_phone_download,,mute_phone_download,,,src_charge|src_hearing|src_mg_forms|src_parties|src_cctv|src_continuity|client_claims_19,14331,,"CLIENT_SAFE | We are reviewing the papers in your case (Burglary dwelling). This is early-stage — nothing is final until we have full disclosure and your instructions. Some evidence is still outstanding on the papers, and we will update you"
sha:287c7211fa15c443bbd097a6165049c86a4f2001bea0ddc0630ebcd511ab7052,PDF-287c7211fa15,gauntlet-06-dup-mg6,287c7211fa15c443bbd097a6165049c86a4f2001bea0ddc0630ebcd511ab7052,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_export_log,,mute_export_log,,,src_charge|src_hearing|src_mg_forms|src_parties|src_cctv|src_cctv_stills|client_claims_15,3733,,CLIENT_SAFE | We are reviewing the papers in your case (Offence Assault occasioning actual bodily harm - pub). This is early-stage — nothing is final until we have full disclosure and your instructions. What the witness describes does not f
sha:292c3e443e87d48c05371a8d047cd7d54f99de1beb3246a1f59c2b56eb412c58,PDF-292c3e443e87,CB-TB-1913_Marsh,292c3e443e87d48c05371a8d047cd7d54f99de1beb3246a1f59c2b56eb412c58,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_cctv_master,,mute_cctv_master|mute_phone_download|mute_cad_999,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|client_claims_14,3161,,"CLIENT_SAFE | We are reviewing the papers in your case (CB-TB-1913_Marsh.pdf). This is early-stage — nothing is final until we have full disclosure and your instructions. Some evidence is still outstanding on the papers, and we will update "
sha:291bae7216e8f1a3235e98ade53f69a823d6f6dbf124333554fe7b0b6f210662,PDF-291bae7216e8,CB-TB-1547_Ellis,291bae7216e8f1a3235e98ade53f69a823d6f6dbf124333554fe7b0b6f210662,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_cad_999,,mute_cad_999,,,src_charge|src_hearing|src_mg_forms|src_parties|src_cctv|src_cctv_stills|src_continuity|client_claims_18,8480,,"CLIENT_SAFE | We are reviewing the papers in your case (Fraud by false representation, s.2 Fraud Act 2006). This is early-stage — nothing is final until we have full disclosure and your instructions. Some evidence is still outstanding on th"
sha:294e8c33ffc08f8b4dea821bc08c5006f433cacd0be984c5c0de8188bf638bfa,PDF-294e8c33ffc0,CB-TB-172_Rowe,294e8c33ffc08f8b4dea821bc08c5006f433cacd0be984c5c0de8188bf638bfa,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_cad_999,,mute_cad_999,,,src_charge|src_hearing|src_mg_forms|src_parties|src_cctv|src_continuity|client_claims_16,6589,,"CLIENT_SAFE | We are reviewing the papers in your case (Theft, contrary to s.1 Theft Act 1968). This is early-stage — nothing is final until we have full disclosure and your instructions. Some evidence is still outstanding on the papers, an"
sha:29343237c834ed349e5f4a43f9c074a70f6757952749824125e8a90809a7ede1,PDF-29343237c834,CB-TB-619_Parker,29343237c834ed349e5f4a43f9c074a70f6757952749824125e8a90809a7ede1,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_cctv_master,,mute_cctv_master,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|src_continuity|client_claims_16,8133,,"CLIENT_SAFE | We are reviewing the papers in your case (Burglary of a dwelling, contrary to section 9(1)(b) of the Theft Act 1968). This is early-stage — nothing is final until we have full disclosure and your instructions. Some evidence is"
sha:29f2f472ff0991215de5c74479f98955d053a47bf9753663a0db22d4316ac722,PDF-29f2f472ff09,CB-TB-1056_Clarke,29f2f472ff0991215de5c74479f98955d053a47bf9753663a0db22d4316ac722,OFFLINE_CLIENT_PROJECTION,,MUTE,mute_phone_download,,mute_phone_download|mute_cad_999,,,src_charge|src_hearing|src_mg_forms|src_parties|src_dates|src_cctv|client_claims_17,5146,,CLIENT_SAFE | We are reviewing the papers in your case (Doing an act tending and intended to pervert the course of public justice). This is early-stage — nothing is final until we have full disclosure and your instructions. Some evidence is
